Epoch 1, Training Loss: 0.9552, Validation Loss: 0.9717
Epoch 873, Training Loss: 0.0061, Validation Loss: 0.0050
Epoch 874, Training Loss: 0.0059, Validation Loss: 0.0053
Epoch 875, Training Loss: 0.0060, Validation Loss: 0.0061
Epoch 876, Training Loss: 0.0056, Validation Loss: 0.0070
Epoch 877, Training Loss: 0.0056, Validation Loss: 0.0054
Epoch 878, Training Loss: 0.0068, Validation Loss: 0.0115
Epoch 879, Training Loss: 0.0077, Validation Loss: 0.0049
Epoch 880, Training Loss: 0.0066, Validation Loss: 0.0057
Epoch 881, Training Loss: 0.0063, Validation Loss: 0.0057
Epoch 882, Training Loss: 0.0059, Validation Loss: 0.0060
Epoch 883, Training Loss: 0.0059, Validation Loss: 0.0059
Epoch 884, Training Loss: 0.0057, Validation Loss: 0.0064
Epoch 885, Training Loss: 0.0059, Validation Loss: 0.0086
Epoch 886, Training Loss: 0.0065, Validation Loss: 0.0052
Epoch 887, Training Loss: 0.0060, Validation Loss: 0.0072
Epoch 888, Training Loss: 0.0060, Validation Loss: 0.0060
Epoch 889, Training Loss: 0.0057, Validation Loss: 0.0052
Epoch 890, Training Loss: 0.0062, Validation Loss: 0.0075
Epoch 891, Training Loss: 0.0057, Validation Loss: 0.0072
Epoch 892, Training Loss: 0.0069, Validation Loss: 0.0059
Epoch 893, Training Loss: 0.0073, Validation Loss: 0.0110
Epoch 894, Training Loss: 0.0063, Validation Loss: 0.0049
Epoch 895, Training Loss: 0.0058, Validation Loss: 0.0072
Epoch 896, Training Loss: 0.0056, Validation Loss: 0.0053
Epoch 897, Training Loss: 0.0058, Validation Loss: 0.0062
Epoch 898, Training Loss: 0.0058, Validation Loss: 0.0064
Epoch 899, Training Loss: 0.0062, Validation Loss: 0.0101
Epoch 900, Training Loss: 0.0069, Validation Loss: 0.0050
Epoch 901, Training Loss: 0.0067, Validation Loss: 0.0074
Epoch 902, Training Loss: 0.0055, Validation Loss: 0.0048
Epoch 903, Training Loss: 0.0060, Validation Loss: 0.0070
Epoch 904, Training Loss: 0.0057, Validation Loss: 0.0051
Epoch 905, Training Loss: 0.0059, Validation Loss: 0.0070
Epoch 906, Training Loss: 0.0059, Validation Loss: 0.0062
Epoch 907, Training Loss: 0.0062, Validation Loss: 0.0051
Epoch 908, Training Loss: 0.0067, Validation Loss: 0.0056
Epoch 909, Training Loss: 0.0060, Validation Loss: 0.0084
Epoch 910, Training Loss: 0.0061, Validation Loss: 0.0049
Epoch 911, Training Loss: 0.0061, Validation Loss: 0.0082
Epoch 912, Training Loss: 0.0056, Validation Loss: 0.0050
Epoch 913, Training Loss: 0.0064, Validation Loss: 0.0114
Epoch 914, Training Loss: 0.0074, Validation Loss: 0.0047
Epoch 915, Training Loss: 0.0063, Validation Loss: 0.0065
Epoch 916, Training Loss: 0.0058, Validation Loss: 0.0057
Epoch 917, Training Loss: 0.0057, Validation Loss: 0.0049
Epoch 918, Training Loss: 0.0056, Validation Loss: 0.0066
Epoch 919, Training Loss: 0.0058, Validation Loss: 0.0047
Epoch 920, Training Loss: 0.0063, Validation Loss: 0.0069
Epoch 921, Training Loss: 0.0056, Validation Loss: 0.0050
Epoch 922, Training Loss: 0.0067, Validation Loss: 0.0055
Epoch 923, Training Loss: 0.0065, Validation Loss: 0.0060
Epoch 924, Training Loss: 0.0058, Validation Loss: 0.0052
Epoch 925, Training Loss: 0.0060, Validation Loss: 0.0089
Epoch 926, Training Loss: 0.0064, Validation Loss: 0.0052
Epoch 927, Training Loss: 0.0066, Validation Loss: 0.0064
Epoch 928, Training Loss: 0.0062, Validation Loss: 0.0073
Epoch 929, Training Loss: 0.0064, Validation Loss: 0.0049
Epoch 930, Training Loss: 0.0062, Validation Loss: 0.0129
Epoch 931, Training Loss: 0.0070, Validation Loss: 0.0049
Epoch 932, Training Loss: 0.0059, Validation Loss: 0.0075
Epoch 933, Training Loss: 0.0058, Validation Loss: 0.0068
Epoch 934, Training Loss: 0.0078, Validation Loss: 0.0097
Epoch 935, Training Loss: 0.0092, Validation Loss: 0.0108
Epoch 936, Training Loss: 0.0121, Validation Loss: 0.0118
Epoch 937, Training Loss: 0.0137, Validation Loss: 0.0103
Epoch 938, Training Loss: 0.0179, Validation Loss: 0.0077
Epoch 939, Training Loss: 0.0102, Validation Loss: 0.0095
Epoch 940, Training Loss: 0.0089, Validation Loss: 0.0070
Epoch 941, Training Loss: 0.0080, Validation Loss: 0.0067
Epoch 942, Training Loss: 0.0085, Validation Loss: 0.0093
Epoch 943, Training Loss: 0.0076, Validation Loss: 0.0089
Epoch 944, Training Loss: 0.0080, Validation Loss: 0.0063
Epoch 945, Training Loss: 0.0064, Validation Loss: 0.0085
Epoch 946, Training Loss: 0.0068, Validation Loss: 0.0052
Epoch 947, Training Loss: 0.0059, Validation Loss: 0.0064
Epoch 948, Training Loss: 0.0057, Validation Loss: 0.0054
Epoch 949, Training Loss: 0.0060, Validation Loss: 0.0060
Epoch 950, Training Loss: 0.0056, Validation Loss: 0.0056
Epoch 951, Training Loss: 0.0058, Validation Loss: 0.0052
Epoch 952, Training Loss: 0.0060, Validation Loss: 0.0065
Epoch 953, Training Loss: 0.0056, Validation Loss: 0.0056
Epoch 954, Training Loss: 0.0056, Validation Loss: 0.0083
Epoch 955, Training Loss: 0.0059, Validation Loss: 0.0048
Epoch 956, Training Loss: 0.0057, Validation Loss: 0.0060
Epoch 957, Training Loss: 0.0055, Validation Loss: 0.0049
Epoch 958, Training Loss: 0.0058, Validation Loss: 0.0065
Epoch 959, Training Loss: 0.0059, Validation Loss: 0.0065
Epoch 960, Training Loss: 0.0057, Validation Loss: 0.0053
Epoch 961, Training Loss: 0.0062, Validation Loss: 0.0071
Epoch 962, Training Loss: 0.0060, Validation Loss: 0.0064
Epoch 963, Training Loss: 0.0054, Validation Loss: 0.0056
Epoch 964, Training Loss: 0.0057, Validation Loss: 0.0058
Epoch 965, Training Loss: 0.0055, Validation Loss: 0.0066
Epoch 966, Training Loss: 0.0057, Validation Loss: 0.0055
Epoch 967, Training Loss: 0.0059, Validation Loss: 0.0057
Epoch 968, Training Loss: 0.0057, Validation Loss: 0.0072
Epoch 969, Training Loss: 0.0059, Validation Loss: 0.0064
Epoch 970, Training Loss: 0.0055, Validation Loss: 0.0063
Epoch 971, Training Loss: 0.0062, Validation Loss: 0.0055
Epoch 972, Training Loss: 0.0056, Validation Loss: 0.0064
Epoch 973, Training Loss: 0.0055, Validation Loss: 0.0054
Epoch 974, Training Loss: 0.0058, Validation Loss: 0.0093
Epoch 975, Training Loss: 0.0062, Validation Loss: 0.0047
Epoch 976, Training Loss: 0.0056, Validation Loss: 0.0074
Epoch 977, Training Loss: 0.0060, Validation Loss: 0.0050
Epoch 978, Training Loss: 0.0057, Validation Loss: 0.0059
Epoch 979, Training Loss: 0.0058, Validation Loss: 0.0086
Epoch 980, Training Loss: 0.0058, Validation Loss: 0.0049
Epoch 981, Training Loss: 0.0064, Validation Loss: 0.0104
Epoch 982, Training Loss: 0.0061, Validation Loss: 0.0051
Epoch 983, Training Loss: 0.0061, Validation Loss: 0.0058
Epoch 984, Training Loss: 0.0058, Validation Loss: 0.0061
Epoch 985, Training Loss: 0.0061, Validation Loss: 0.0071
Epoch 986, Training Loss: 0.0059, Validation Loss: 0.0049
Epoch 987, Training Loss: 0.0057, Validation Loss: 0.0077
Epoch 988, Training Loss: 0.0054, Validation Loss: 0.0049
Epoch 989, Training Loss: 0.0056, Validation Loss: 0.0074
Epoch 990, Training Loss: 0.0060, Validation Loss: 0.0057
Epoch 991, Training Loss: 0.0059, Validation Loss: 0.0059
Epoch 992, Training Loss: 0.0062, Validation Loss: 0.0082
Epoch 993, Training Loss: 0.0069, Validation Loss: 0.0050
Epoch 994, Training Loss: 0.0058, Validation Loss: 0.0086
Epoch 995, Training Loss: 0.0058, Validation Loss: 0.0055
Epoch 996, Training Loss: 0.0057, Validation Loss: 0.0065
Epoch 997, Training Loss: 0.0062, Validation Loss: 0.0086
Epoch 998, Training Loss: 0.0062, Validation Loss: 0.0051
Epoch 999, Training Loss: 0.0061, Validation Loss: 0.0076
Epoch 1000, Training Loss: 0.0057, Validation Loss: 0.0049
